Category,Type,Difficulty,Question,Answer,Incorred Answers
General Knowledge,boolean,hard,U3Bvb24gdGhlb3J5IGlzIGEgdGhlb3J5LCB1dGlsaXppbmcgIlNwb29ucyIgYXMgYSBtZXRhcGhvciBmb3IgZW5lcmd5IHRoZXkgY2FuIHVzZSBpbiBhIGRheS4=,VHJ1ZQ==,['RmFsc2U=']
General Knowledge,multiple,easy,V2hhdCBjb21wYW55IGRldmVsb3BlZCB0aGUgdm9jYWxvaWQgSGF0c3VuZSBNaWt1Pw==,Q3J5cHRvbiBGdXR1cmUgTWVkaWE=,"['U2VnYQ==', 'U29ueQ==', 'WWFtYWhhIENvcnBvcmF0aW9u']"
General Knowledge,multiple,hard,VGhlIFF1YWRyYW5ndWxhcmlzIFJldmVyc3VtIGlzIGJlc3QgZGVzY3JpYmVkIGFzIHdoaWNoIG9mIHRoZSBmb2xsb3dpbmc\/,QSBwZXJjdXNzaW9uIGluc3RydW1lbnQ=,"['QSBidWlsZGluZyBpbiBPeGZvcmQgVW5pdmVyc2l0eQ==', 'QSBjaGVzcyBtb3Zl', 'QSBnZW9tZXRyaWMgdGhlb3JlbQ==']"
General Knowledge,multiple,medium,V2hpY2ggY291bnRyeSBoYXMgdGhlIG1vc3QgVHJhcHBpc3QgYnJld2VyaWVzPw==,QmVsZ2l1bQ==,"['TmV0aGVybGFuZHM=', 'RnJhbmNl', 'VVNB']"
General Knowledge,multiple,easy,V2hhdCBudXRzIGFyZSB1c2VkIGluIHRoZSBwcm9kdWN0aW9uIG9mIG1hcnppcGFuPw==,QWxtb25kcw==,"['UGVhbnV0cw==', 'V2FsbnV0cw==', 'UGlzdGFjaGlvcw==']"
General Knowledge,multiple,medium,V2hhdCB3YXMgdGhlIG5hbWUgZ2l2ZW4gdG8gSmFwYW5lc2UgbWlsaXRhcnkgZGljdGF0b3JzIHdobyBydWxlZCB0aGUgY291bnRyeSB0aHJvdWdoIHRoZSAxMnRoIGFuZCAxOXRoIENlbnR1cnk\/,U2hvZ3Vu,"['TmluamE=', 'U2FtdXJhaQ==', 'U2hpbm9iaQ==']"
General Knowledge,multiple,hard,V2hpY2ggY2h1cmNoJ3MgaW50ZXJpb3IgaW4gVmF0aWNhbiBDaXR5IHdhcyBkZXNpZ25lZCBpbiAxNTAzIGJ5IHJlbmFpc3NhbmNlIGFyY2hpdGVjdHMgaW5jbHVkaW5nIEJyYW1hbnRlLCBNaWNoZWxhbmdlbG8gYW5kIEJlcm5pbmk\/,U3QuIFBldGVyJ3MgQmFzaWxpY2E=,"['Q2F0YW5pYSBDYXRoZWRyYWw=', 'U3QuIE1hcmvigJlzIEJhc2lsaWNh', 'VGhlIER1b21vIG9mIEZsb3JlbmNl']"
General Knowledge,multiple,hard,TG9jYXRlZCBpbiBDaGlsZSwgRWwgVGVuaWVudGUgaXMgdGhlIHdvcmxkJ3MgbGFyZ2VzdCB1bmRlcmdyb3VuZCBtaW5lIGZvciB3aGF0IG1ldGFsPw==,Q29wcGVy,"['SXJvbg==', 'Tmlja2Vs', 'U2lsdmVy']"
General Knowledge,multiple,medium,V2hpY2ggcml2ZXIgZmxvd3MgdGhyb3VnaCB0aGUgU2NvdHRpc2ggY2l0eSBvZiBHbGFzZ293Pw==,Q2x5ZGU=,"['VGF5', 'RGVl', 'VHdlZWQ=']"
General Knowledge,multiple,easy,SW4gdGhlIHZpZGVvLWdhbWUgZnJhbmNoaXNlIEtpbmdkb20gSGVhcnRzLCB0aGUgbWFpbiBwcm90YWdvbmlzdCwgY2FycmllcyBhIHdlYXBvbiB3aXRoIHdoYXQgc2hhcGU\/,S2V5,"['U3dvcmQ=', 'UGVu', 'Q2VsbHBob25l']"
General Knowledge,multiple,easy,V2hpY2ggYmVzdCBzZWxsaW5nIHRveSBvZiAxOTgzIGNhdXNlZCBoeXN0ZXJpYSwgcmVzdWx0aW5nIGluIHJpb3RzIGJyZWFraW5nIG91dCBpbiBzdG9yZXM\/,Q2FiYmFnZSBQYXRjaCBLaWRz,"['VHJhbnNmb3JtZXJz', 'Q2FyZSBCZWFycw==', 'UnViaWvigJlzIEN1YmU=']"
General Knowledge,boolean,easy,VGhlIEdyZWF0IFdhbGwgb2YgQ2hpbmEgaXMgdmlzaWJsZSBmcm9tIHRoZSBtb29uLg==,RmFsc2U=,['VHJ1ZQ==']
General Knowledge,multiple,medium,Um9sZXggaXMgYSBjb21wYW55IHRoYXQgc3BlY2lhbGl6ZXMgaW4gd2hhdCB0eXBlIG9mIHByb2R1Y3Q\/,V2F0Y2hlcw==,"['Q2Fycw==', 'Q29tcHV0ZXJz', 'U3BvcnRzIGVxdWlwbWVudA==']"
General Knowledge,boolean,medium,Q29jYS1Db2xhJ3Mgb3JpZ2luYWwgY29sb3VyIHdhcyBncmVlbi4=,RmFsc2U=,['VHJ1ZQ==']
General Knowledge,boolean,medium,VGhlIFVTIGVtZXJnZW5jeSBob3RsaW5lIGlzIDkxMSBiZWNhdXNlIG9mIHRoZSBTZXB0ZW1iZXIgMTF0aCB0ZXJyb3Jpc3QgYXR0YWNrcy4=,RmFsc2U=,['VHJ1ZQ==']
General Knowledge,boolean,easy,R3VtYm8gaXMgYSBzdGV3IHRoYXQgb3JpZ2luYXRlZCBpbiBMb3Vpc2lhbmEu,VHJ1ZQ==,['RmFsc2U=']
General Knowledge,multiple,easy,V2hhdCBkb2VzIHRoZSAnUycgc3RhbmQgZm9yIGluIHRoZSBhYmJyZXZpYXRpb24gU0lNLCBhcyBpbiBTSU0gY2FyZD8g,U3Vic2NyaWJlcg==,"['U2luZ2xl', 'U2VjdXJl', 'U29saWQ=']"
General Knowledge,multiple,easy,V2hpY2ggQW1lcmljYW4gcHJlc2lkZW50IGFwcGVhcnMgb24gYSBvbmUgZG9sbGFyIGJpbGw\/,R2VvcmdlIFdhc2hpbmd0b24=,"['VGhvbWFzIEplZmZlcnNvbg==', 'QWJyYWhhbSBMaW5jb2xu', 'QmVuamFtaW4gRnJhbmtsaW4=']"
General Knowledge,multiple,easy,V2hhdCBnZW9tZXRyaWMgc2hhcGUgaXMgZ2VuZXJhbGx5IHVzZWQgZm9yIHN0b3Agc2lnbnM\/,T2N0YWdvbg==,"['SGV4YWdvbg==', 'Q2lyY2xl', 'VHJpYW5nbGU=']"
General Knowledge,multiple,easy,V2hhdCB0eXBlIG9mIGFuaW1hbCB3YXMgSGFyYW1iZSwgd2hvIHdhcyBzaG90IGFmdGVyIGEgY2hpbGQgZmVsbCBpbnRvIGl0J3MgZW5jbG9zdXJlIGF0IHRoZSBDaW5jaW5uYXRpIFpvbz8=,R29yaWxsYQ==,"['VGlnZXI=', 'UGFuZGE=', 'Q3JvY29kaWxl']"
General Knowledge,boolean,medium,VGhlIHdvcmQgIm5ld3MiIG9yaWdpbmF0ZXMgZnJvbSB0aGUgZmlyc3QgbGV0dGVycyBvZiB0aGUgNCBtYWluIGRpcmVjdGlvbnMgb24gYSBjb21wYXNzIChOb3J0aCwgRWFzdCwgV2VzdCwgU291dGgpLg==,RmFsc2U=,['VHJ1ZQ==']
General Knowledge,multiple,hard,V2hpY2ggZmlsbSBzdGFyIGhhcyBoaXMgc3RhdHVlIGluIExlaWNlc3RlciBTcXVhcmU\/,Q2hhcmxpZSBDaGFwbGlu,"['UGF1bCBOZXdtYW4=', 'Um93YW4gQXRraW5zb24g', 'QWxmcmVkIEhpdGNoY29jaw==']"
General Knowledge,multiple,medium,V2hvIGlzIGEgY28tZm91bmRlciBvZiBtdXNpYyBzdHJlYW1pbmcgc2VydmljZSBTcG90aWZ5Pw==,RGFuaWVsIEVr,"['U2VhbiBQYXJrZXI=', 'RmVsaXggTWlsbGVy', 'TWljaGFlbCBCcmVpZGVuYnJ1ZWNrZXI=']"
General Knowledge,boolean,easy,QSBzY2llbnRpZmljIHN0dWR5IG9uIHBlYW51dHMgaW4gYmFycyBmb3VuZCB0cmFjZXMgb2Ygb3ZlciAxMDAgdW5pcXVlIHNwZWNpbWVucyBvZiB1cmluZS4=,RmFsc2U=,['VHJ1ZQ==']
General Knowledge,boolean,easy,QnVsbHMgYXJlIGF0dHJhY3RlZCB0byB0aGUgY29sb3IgcmVkLg==,RmFsc2U=,['VHJ1ZQ==']
General Knowledge,multiple,easy,V2hhdCB3YXMgdGhlIG5pY2tuYW1lIGdpdmVuIHRvIHRoZSBIdWdoZXMgSC00IEhlcmN1bGVzLCBhIGhlYXZ5IHRyYW5zcG9ydCBmbHlpbmcgYm9hdCB3aGljaCBhY2hpZXZlZCBmbGlnaHQgaW4gMTk0Nz8=,U3BydWNlIEdvb3Nl,"['Tm9haCdzIEFyaw==', 'RmF0IE1hbg==', 'VHJvamFuIEhvcnNl']"
General Knowledge,multiple,hard,V2hhdCBpcyB0aGUgcm9tYW5pemVkIEtvcmVhbiB3b3JkIGZvciAiaGVhcnQiPw==,U2ltamFuZw==,"['QWVqZW9uZw==', 'SmVvbmdzaW4=', 'U2Vnc2V1']"
General Knowledge,multiple,hard,V2hhdCBpcyB0aGUgcm9tYW5pemVkIEFyYWJpYyB3b3JkIGZvciAibW9vbiI\/,UWFtYXI=,"['TmFqbWE=', 'S2F3a2Fi', 'U2hhbXM=']"
General Knowledge,multiple,medium,T24gYXZlcmFnZSwgQW1lcmljYW5zIGNvbnN1bWUgMTAwIHBvdW5kcyBvZiB3aGF0IHBlciBzZWNvbmQ\/,Q2hvY29sYXRl,"['UG90YXRvZXM=', 'RG9udXRz', 'Q29jYWluZQ==']"
General Knowledge,multiple,medium,QWNjb3JkaW5nIHRvIHRoZSBVbml0ZWQgU3RhdGVzJyBDREMsIG9uZSBpbiBob3cgbWFueSBBbWVyaWNhbnMgZGllIGFubnVhbGx5IGR1ZSB0byBzbW9raW5nPw==,Rml2ZQ==,"['VHdlbnR5', 'VGVu', 'T25lIGh1bmRyZWQ=']"
General Knowledge,multiple,medium,V2hhdCBpcyBhIGRlYWQgbWFsbD8=,QSBtYWxsIHdpdGggaGlnaCB2YWNhbmN5IHJhdGVzIG9yIGxvdyBjb25zdW1lciBmb290IHRyYWZmaWM=,"['QSBtYWxsIHdpdGggbm8gc3RvcmVz', 'QSBtYWxsIHRoYXQgaGFzIGJlZW4gY29uZGVtZWQ=', 'QSBtYWxsIGFmdGVyIGJ1c2luZXNzIGhvdXJz']"
General Knowledge,multiple,hard,SG93IGxvbmcgZGlkIGl0IHRha2UgdGhlIG1vdG9yaXplZCB3aW5kb3cgd2FzaGVycyBvZiB0aGUgb3JpZ2luYWwgV29ybGQgVHJhZGUgQ2VudGVyIHRvIGNsZWFuIHRoZSBlbnRpcmUgZXh0ZXJpb3Igb2YgdGhlIGJ1aWxkaW5nPw==,MSBNb250aA==,"['MyBXZWVrcw==', 'MSBXZWVr', 'MiBNb250aHM=']"
General Knowledge,multiple,medium,V2hhdCBjaGFyYWN0ZXIgd2FzIG9uY2UgY29uc2lkZXJlZCB0byBiZSB0aGUgMjd0aCBsZXR0ZXIgb2YgdGhlIGFscGhhYmV0Pw==,QW1wZXJzYW5k,"['SW50ZXJyb2Jhbmc=', 'VGlsZGU=', 'UGlsY3Jvdw==']"
General Knowledge,multiple,easy,V2hpY2ggb25lIG9mIHRoZXNlIGlzIG5vdCBhIHR5cGljYWwgRXVyb3BlYW4gc3dvcmQgZGVzaWduPw==,U2NpbWl0YXI=,"['RmFsY2hpb24=', 'VWxmYmVyaHQ=', 'RmxhbWJlcmdl']"
General Knowledge,multiple,easy,V2hpY2ggQW1lcmljYW4tb3duZWQgYnJld2VyeSBsZWQgdGhlIGNvdW50cnkgaW4gc2FsZXMgYnkgdm9sdW1lIGluIDIwMTU\/,RC4gRy4gWXVlbmdsaW5nIGFuZCBTb24sIEluYw==,"['QW5oZXVzZXIgQnVzY2g=', 'Qm9zdG9uIEJlZXIgQ29tcGFueQ==', 'TWlsbGVyIENvb3Jz']"
General Knowledge,boolean,easy,T25lIG9mIERvbmFsZCBUcnVtcCdzIDIwMTYgUHJlc2lkZW50aWFsIENhbXBhaWduIHByb21pc2VzIHdhcyB0byBidWlsZCBhIGJvcmRlciB3YWxsIGJldHdlZW4gdGhlIFVuaXRlZCBTdGF0ZXMgYW5kIE1leGljby4=,VHJ1ZQ==,['RmFsc2U=']
General Knowledge,boolean,easy,Um9tYW5pYW4gYmVsb25ncyB0byB0aGUgUm9tYW5jZSBsYW5ndWFnZSBmYW1pbHksIHNoYXJlZCB3aXRoIEZyZW5jaCwgU3BhbmlzaCwgUG9ydHVndWVzZSBhbmQgSXRhbGlhbi4g,VHJ1ZQ==,['RmFsc2U=']
General Knowledge,multiple,medium,QW1zdGVyZGFtIENlbnRyYWFsIHN0YXRpb24gaXMgdHdpbm5lZCB3aXRoIHdoYXQgc3RhdGlvbj8=,TG9uZG9uIExpdmVycG9vbCBTdHJlZXQ=,"['RnJhbmtmdXJ0IChNYWluKSBIYXVwdGJhaG5ob2Y=', 'UGFyaXMgR2FyZSBkdSBOb3Jk', 'QnJ1c3NlbHMgTWlkaQ==']"
General Knowledge,multiple,easy,V2hhdCBkbyB0aGUgbGV0dGVycyBvZiB0aGUgZmFzdCBmb29kIGNoYWluIEtGQyBzdGFuZCBmb3I\/,S2VudHVja3kgRnJpZWQgQ2hpY2tlbg==,"['S2VudHVja3kgRnJlc2ggQ2hlZXNl', 'S2liYmxlZCBGcmVha3kgQ293', 'S2l3aSBGb29kIEN1dA==']"
General Knowledge,multiple,medium,V2hhdCB3YXMgTW91bnRhaW4gRGV3J3Mgb3JpZ2luYWwgc2xvZ2FuPw==,WWFob28hIE1vdW50YWluIERldy4uLiBJdCdsbCB0aWNrbGUgeW91ciBpbm5hcmRzIQ==,"['R2l2ZSBNZSBBIERldw==', 'RG8gVGhlIERldw==', 'R2V0JyB0aGF0IGJhcmVmb290IGZlZWxpbicgZHJpbmtpbicgTW91bnRhaW4gRGV3']"
General Knowledge,multiple,medium,V2hpY2ggaWNvbmljIERpc25leWxhbmQgYXR0cmFjdGlvbiB3YXMgY2xvc2VkIGluIDIwMTcgdG8gYmUgcmVtb2RlbGVkIGFzIGEgIkd1YXJkaWFucyBvZiB0aGUgR2FsYXh5IiB0aGVtZWQgcmlkZT8=,VHdpbGlnaHQgWm9uZSBUb3dlciBvZiBUZXJyb3I=,"['VGhlIEhhdW50ZWQgTWFuc2lvbg==', 'UGlyYXRlcyBvZiB0aGUgQ2FyaWJiZWFu', 'UGV0ZXIgUGFuJ3MgRmxpZ2h0']"
General Knowledge,multiple,medium,V2hhdCB3YXMgdGhlIHNvZnQgZHJpbmsgUGVwc2kgb3JpZ2luYWxseSBpbnRyb2R1Y2VkIGFzPw==,QnJhZCdzIERyaW5r,"['UGVwc2luIFBvcA==', 'Q2Fyb2xpbmEgQ29sYQ==', 'UGVwc2luIFN5cnVw']"
General Knowledge,multiple,easy,V2hhdCBjb2xvciBpcyB0aGUgIkV4IiBpbiBGZWRFeCBHcm91bmQ\/,R3JlZW4=,"['UmVk', 'TGlnaHQgQmx1ZQ==', 'T3Jhbmdl']"
General Knowledge,multiple,easy,SG93IHRhbGwgaXMgdGhlIEJ1cmogS2hhbGlmYT8=,Miw3MjIgZnQ=,"['Miw3MTcgZnQ=', 'Miw1NDYgZnQ=', 'MywwMjQgZnQ=']"
General Knowledge,multiple,medium,V2hlcmUgZG9lcyB3YXRlciBmcm9tIFBvbGFuZCBTcHJpbmcgd2F0ZXIgYm90dGxlcyBjb21lIGZyb20\/,TWFpbmUsIFVuaXRlZCBTdGF0ZXM=,"['SGVzc2UsIEdlcm1hbnk=', 'TWFzb3ZpYSwgUG9sYW5k', 'QmF2YXJpYSwgUG9sYW5k']"
General Knowledge,boolean,hard,U3RhZ2Vjb2FjaCBvd25lZCAiU291dGggV2VzdCBUcmFpbnMiIGJlZm9yZSBsb3NpbmcgdGhlIHJpZ2h0cyB0byBGaXJzdEdyb3VwIGFuZCBNVFIgaW4gTWFyY2ggb2YgMjAxNy4=,VHJ1ZQ==,['RmFsc2U=']
General Knowledge,boolean,easy,IjI3IENsdWIiIGlzIGEgdGVybSB1c2VkIHRvIHJlZmVyIHRvIGEgbGlzdCBvZiBmYW1vdXMgYWN0b3JzLCBtdXNpY2lhbnMsIGFuZCBhcnRpc3RzIHdobyBkaWVkIGF0IHRoZSBhZ2Ugb2YgMjcu,VHJ1ZQ==,['RmFsc2U=']
General Knowledge,multiple,medium,RWFybCBHcmV5IHRlYSBpcyBibGFjayB0ZWEgZmxhdm91cmVkIHdpdGggd2hhdD8=,QmVyZ2Ftb3Qgb2ls,"['TGF2ZW5kZXI=', 'VmFuaWxsYQ==', 'SG9uZXk=']"
General Knowledge,multiple,medium,V2hlcmUgZGlkIHRoZSBwaW5lYXBwbGUgcGxhbnQgb3JpZ2luYXRlPw==,U291dGggQW1lcmljYQ==,"['SGF3YWlp', 'RXVyb3Bl', 'QXNpYQ==']"
General Knowledge,multiple,hard,TmFtZWQgYWZ0ZXIgdGhlIG1hbGxvdyBmbG93ZXIsIG1hdXZlIGlzIGEgc2hhZGUgb2Ygd2hhdD8=,UHVycGxl,"['UmVk', 'QnJvd24=', 'UGluaw==']"
General Knowledge,multiple,hard,T3JpZ2luYWxseSBhbm90aGVyIHdvcmQgZm9yIHBvcHB5LCBjb3F1ZWxpY290IGlzIGEgc2hhZGUgb2Ygd2hhdD8=,UmVk,"['R3JlZW4=', 'Qmx1ZQ==', 'UGluaw==']"
General Knowledge,multiple,medium,V2hpY2ggaXRlbSBvZiBjbG90aGluZyBpcyB1c3VhbGx5IHdvcm4gYnkgYSBTY290c21hbiBhdCBhIHdlZGRpbmc\/,S2lsdA==,"['U2tpcnQ=', 'RHJlc3M=', 'UmhvYmVz']"
General Knowledge,multiple,easy,V2hhdCB6b2RpYWMgc2lnbiBpcyByZXByZXNlbnRlZCBieSBhIHBhaXIgb2Ygc2NhbGVzPw==,TGlicmE=,"['QXJpZXM=', 'Q2Fwcmljb3Ju', 'U2FnaXR0YXJpdXM=']"
General Knowledge,multiple,easy,QWNjb3JkaW5nIHRvIHRoZSBudXJzZXJ5IHJoeW1lLCB3aGF0IGZydWl0IGRpZCBMaXR0bGUgSmFjayBIb3JuZXIgcHVsbCBvdXQgb2YgaGlzIENocmlzdG1hcyBwaWU\/,UGx1bQ==,"['QXBwbGU=', 'UGVhY2g=', 'UGVhcg==']"
General Knowledge,multiple,easy,VGVycnkgR2lsbGlhbSB3YXMgYW4gYW5pbWF0b3IgdGhhdCB3b3JrZWQgd2l0aCB3aGljaCBCcml0aXNoIGNvbWVkeSBncm91cD8=,TW9udHkgUHl0aG9u,"['VGhlIEdvb2RpZXPigI4=', 'VGhlIExlYWd1ZSBvZiBHZW50bGVtZW7igI4=', 'VGhlIFBlbm55IERyZWFkZnVscw==']"
General Knowledge,multiple,easy,V2hlbiBzb21lb25lIGlzIGluZXhwZXJpZW5jZWQgdGhleSBhcmUgc2FpZCB0byBiZSB3aGF0IGNvbG9yPw==,R3JlZW4=,"['UmVk', 'Qmx1ZQ==', 'WWVsbG93']"
General Knowledge,multiple,hard,SWYgeW91IHBsYW50ZWQgdGhlIHNlZWRzIG9mIFF1ZXJjdXMgcm9idXIsIHdoYXQgd291bGQgZ3Jvdz8=,VHJlZXM=,"['R3JhaW5z', 'VmVnZXRhYmxlcw==', 'Rmxvd2Vycw==']"
General Knowledge,boolean,easy,QSBwYXNvZG9ibGUgaXMgYSB0eXBlIG9mIEl0YWxpYW4gcGFzdGEgc2F1Y2Uu,RmFsc2U=,['VHJ1ZQ==']
General Knowledge,multiple,medium,V2hhdCBkb2VzIGEgbWlsbGluZXIgbWFrZSBhbmQgc2VsbD8=,SGF0cw==,"['U2hvZXM=', 'QmVsdHM=', 'U2hpcnRz']"
General Knowledge,multiple,easy,V2hhdCBpcyB0aGUgbW9zdCBjb21tb24gc3VybmFtZSBXYWxlcz8=,Sm9uZXM=,"['V2lsbGlhbXM=', 'RGF2aWVz', 'RXZhbnM=']"
General Knowledge,multiple,medium,V2hlbiB3YXMgdGhlIERlY2xhcmF0aW9uIG9mIEluZGVwZW5kZW5jZSBhcHByb3ZlZCBieSB0aGUgU2Vjb25kIENvbnRpbmVudGFsIENvbmdyZXNzPw==,SnVseSAyLCAxNzc2,"['TWF5IDQsIDE3NzY=', 'SnVuZSA0LCAxNzc2', 'SnVseSA0LCAxNzc2']"
General Knowledge,multiple,easy,V2hhdCBkb2VzIGEgZnVuYW1idWxpc3Qgd2FsayBvbj8=,QSBUaWdodCBSb3Bl,"['QnJva2VuIEdsYXNz', 'QmFsbHM=', 'VGhlIE1vb24=']"
General Knowledge,boolean,easy,RnJlbmNoIGlzIGFuIG9mZmljaWFsIGxhbmd1YWdlIGluIENhbmFkYS4=,VHJ1ZQ==,['RmFsc2U=']
General Knowledge,multiple,hard,V2hhdCBpcyB0aGUgYWlyc3BlZWQgdmVsb2NpdHkgb2YgYW4gdW5sYWRlbiBzd2FsbG93Pw==,MjQgTVBI,"['MTUgTVBI', 'MjAgTVBI', 'MjAwIE1QSA==']"
General Knowledge,multiple,easy,V2hhdCBhbGNvaG9saWMgZHJpbmsgaXMgbWFkZSBmcm9tIG1vbGFzc2VzPw==,UnVt,"['R2lu', 'Vm9ka2E=', 'V2hpc2t5']"
General Knowledge,multiple,hard,VGhlIHdvcmRzICJidW5nYWxvdyIgYW5kICJzaGFtcG9vIiBvcmlnaW5hdGUgZnJvbSB0aGUgbGFuZ3VhZ2VzIG9mIHdoaWNoIGNvdW50cnk\/,SW5kaWE=,"['UGFwdWEgTmV3IEd1aW5lYQ==', 'RXRoaW9waWE=', 'Q2hpbmE=']"
General Knowledge,multiple,easy,V2hhdCBpcyAiZGFiYmluZyI\/,QSBkYW5jZQ==,"['QSBtZWRpY2FsIHByb2NlZHVyZQ==', 'QSBzcG9ydA==', 'QSBsYW5ndWFnZQ==']"
General Knowledge,multiple,medium,V2hpY2ggb2YgdGhlIGZvbGxvd2luZyBJdnkgTGVhZ3VlIHVuaXZlcnNpdGllcyBoYXMgaXRzIG9mZmljaWFsIG1vdHRvIGluIEhlYnJldyBhcyB3ZWxsIGFzIGluIExhdGluPw==,WWFsZSBVbml2ZXJzaXR5,"['UHJpbmNldG9uIFVuaXZlcnNpdHk=', 'SGFydmFyZCBVbml2ZXJzaXR5', 'Q29sdW1iaWEgVW5pdmVyc2l0eQ==']"
General Knowledge,boolean,medium,VGhlIHN1bSBvZiBhbGwgdGhlIG51bWJlcnMgb24gYSByb3VsZXR0ZSB3aGVlbCBpcyA2NjYu,VHJ1ZQ==,['RmFsc2U=']
General Knowledge,multiple,easy,V2hpY2ggb25lIG9mIHRoZSBmb2xsb3dpbmcgcmh5dGhtIGdhbWVzIHdhcyBtYWRlIGJ5IEhhcm1vbml4Pw==,Um9jayBCYW5k,"['TWVhdCBCZWF0IE1hbmlh', 'R3VpdGFyIEhlcm8gTGl2ZQ==', 'RGFuY2UgRGFuY2UgUmV2b2x1dGlvbg==']"
General Knowledge,boolean,easy,TnV0ZWxsYSBpcyBwcm9kdWNlZCBieSB0aGUgR2VybWFuIGNvbXBhbnkgRmVycmVyby4=,RmFsc2U=,['VHJ1ZQ==']
General Knowledge,boolean,medium,VGhlcmUgYXJlIDg2NDAwIHNlY29uZHMgaW4gYSBkYXku,VHJ1ZQ==,['RmFsc2U=']
General Knowledge,multiple,medium,V2hhdCBpcyBhICJkYWtpbWFrdXJhIj8=,QSBib2R5IHBpbGxvdw==,"['QSBDaGluZXNlIG1lYWwsIGVzc2VudGlhbGx5IGNvbXBvc2VkIG9mIGZpc2g=', 'QSB5b2dhIHBvc3R1cmU=', 'QSB3b3JkIHVzZWQgdG8gZGVzY3JpYmUgdHdvIHBlb3BsZSB3aG8gdHJ1bHkgbG92ZSBlYWNoIG90aGVy']"
General Knowledge,multiple,hard,V2hpY2ggb2YgdGhlIGZvbGxvd2luZyBpcyBub3QgYW5vdGhlciBuYW1lIGZvciB0aGUgZWdncGxhbnQ\/,UG90aW1hcnJvbg==,"['QnJpbmphbA==', 'R3VpbmVhIFNxdWFzaA==', 'TWVsb25nZW5l']"
General Knowledge,multiple,easy,UmVkIFZpbmVzIGlzIGEgYnJhbmQgb2Ygd2hhdCB0eXBlIG9mIGNhbmR5Pw==,TGljb3JpY2U=,"['TG9sbGlwb3A=', 'Q2hvY29sYXRl', 'QnViYmxlZ3Vt']"
General Knowledge,multiple,medium,V2hhdCBpcyB0aGUgdW5pdCBvZiBjdXJyZW5jeSBpbiBMYW9zPw==,S2lw,"['UnVibGU=', 'S29ucmE=', 'RG9sbGFy']"
General Knowledge,boolean,medium,Q3VjdW1iZXJzIGFyZSB1c3VhbGx5IG1vcmUgdGhhbiA5MCUgd2F0ZXIu,VHJ1ZQ==,['RmFsc2U=']
General Knowledge,multiple,medium,V2hpY2ggb2YgdGhlIGZvbGxvd2luZyBidWlsZGluZ3MgaXMgZXhhbXBsZSBvZiBhIHN0cnVjdHVyZSBwcmltYXJpbHkgYnVpbHQgaW4gdGhlIEFydCBEZWNvIGFyY2hpdGVjdHVyYWwgc3R5bGU\/,TmlhZ2FyYSBNb2hhd2sgQnVpbGRpbmc=,"['VGFpcGVpIDEwMQ==', 'T25lIERldHJvaXQgQ2VudGVy', 'V2VzdGVuZHN0cmFzc2UgMQ==']"
General Knowledge,multiple,hard,V2hpY2ggb2YgdGhlc2UgYmFua3MgYXJlIE5PVCBhdXRob3JpemVkIHRvIGlzc3VlIGN1cnJlbmN5IG5vdGVzIGluIEhvbmcgS29uZz8=,T0NCQw==,"['SFNCQw==', 'U3RhbmRhcmQgQ2hhcnRlcmVk', 'QmFuayBvZiBDaGluYQ==']"
General Knowledge,multiple,easy,V2hhdCBpcyBvbiBkaXNwbGF5IGluIHRoZSBNYWRhbWUgVHVzc2F1ZCdzIG11c2V1bSBpbiBMb25kb24\/,V2F4IHNjdWxwdHVyZXM=,"['RGVzaWduZXIgY2xvdGhpbmc=', 'VW5yZWxlYXNlZCBmaWxtIHJlZWxz', 'VmludGFnZSBjYXJz']"
General Knowledge,multiple,medium,V2hhdCBpcyB0aGUgbmFtZSBnaXZlbiB0byBJbmRpYW4gZm9vZCBjb29rZWQgb3ZlciBjaGFyY29hbCBpbiBhIGNsYXkgb3Zlbj8=,VGFuZG9vcmk=,"['QmlyeWFuaQ==', 'UGFuaSBwdXJp', 'VGlraSBtYXNhbGE=']"
General Knowledge,multiple,easy,V2hhdCBpcyB0aGUgU3BhbmlzaCB3b3JkIGZvciAiZG9ua2V5Ij8=,QnVycm8=,"['Q2FiYWxsbw==', 'VG9ybw==', 'UGVycm8=']"
General Knowledge,multiple,hard,V2hpY2ggbXVzaWNpYW4gaGFzIGNvbGxhYm9yYXRlZCB3aXRoIEFtZXJpY2FuIHByb2R1Y2VyIFBvcnRlciBSb2JpbnNvbiBhbmQgcmVsZWFzZWQgdGhlIDIwMTYgc29uZyAiU2hlbHRlciI\/,TWFkZW9u,"['TWF0IFpv', 'ZGVhZG1hdTU=', 'WmVkZA==']"
General Knowledge,multiple,medium,V2hhdCBpcyB0aGUgbmFtZSBvZiB0aGUgcG9wdWxhciBhbmltYXRyb25pYyBzaW5naW5nIGZpc2ggcHJvcCwgc2luZ2luZyBzdWNoIGhpdHMgc3VjaCBhcyAiRG9uJ3QgV29ycnksIEJlIEhhcHB5Ij8=,QmlnIE1vdXRoIEJpbGx5IEJhc3M=,"['QmlnIEJpbGx5IEJhc3M=', 'U2luZ2luZyBGaXNo', 'U2FyZGVlbg==']"
General Knowledge,boolean,medium,VGhlIGF2ZXJhZ2Ugd29tYW4gaXMgNSBpbmNoZXMgLyAxMyBjZW50aW1ldGVycyBzaG9ydGVyIHRoYW4gdGhlIGF2ZXJhZ2UgbWFuLg==,VHJ1ZQ==,['RmFsc2U=']
